# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000106.1	8967	10007	+	WP_139086089.1	WP_139086089.1		LacI family DNA-binding transcriptional regulator			FHD68_RS14450	1041	346	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000106.1	10089	11321	+							FHD68_RS14455	1233		old_locus_tag=FHD68_14455
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000106.1	10089	11321	+	WP_139086091.1	WP_139086091.1		serine hydrolase			FHD68_RS14455	1233	410	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000106.1	11419	11778	+							FHD68_RS14460	360		old_locus_tag=FHD68_14460
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000106.1	11419	11778	+	WP_127899067.1	WP_127899067.1		nucleoside deaminase			FHD68_RS14460	360	119	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	62	499	+							FHD68_RS14465	438		partial;pseudo;old_locus_tag=FHD68_14465
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	62	499	+				peptidoglycan-binding protein			FHD68_RS14465	438		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	496	1947	-							FHD68_RS14470	1452		old_locus_tag=FHD68_14470
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	496	1947	-	WP_139086094.1	WP_139086094.1		TrkH family potassium uptake protein			FHD68_RS14470	1452	483	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	2066	3187	+							FHD68_RS14475	1122		old_locus_tag=FHD68_14475
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	2066	3187	+	WP_042245371.1	WP_042245371.1		Ppx/GppA family phosphatase			FHD68_RS14475	1122	373	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	3189	3932	+							FHD68_RS14480	744		old_locus_tag=FHD68_14480
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	3189	3932	+	WP_045999420.1	WP_045999420.1		RlmE family RNA methyltransferase			FHD68_RS14480	744	247	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	3998	5059	-							FHD68_RS14485	1062		old_locus_tag=FHD68_14485
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	3998	5059	-	WP_127898281.1	WP_127898281.1		helix-turn-helix transcriptional regulator			FHD68_RS14485	1062	353	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	5131	6024	-					miaA		FHD68_RS14490	894		old_locus_tag=FHD68_14490
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	5131	6024	-	WP_127898282.1	WP_127898282.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		FHD68_RS14490	894	297	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	6106	6831	+							FHD68_RS14495	726		old_locus_tag=FHD68_14495
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	6106	6831	+	WP_045999418.1	WP_045999418.1		UMP kinase			FHD68_RS14495	726	241	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	6833	7630	+							FHD68_RS14500	798		old_locus_tag=FHD68_14500
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	6833	7630	+	WP_127898283.1	WP_127898283.1		ion transporter			FHD68_RS14500	798	265	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	7717	8280	+							FHD68_RS14505	564		old_locus_tag=FHD68_14505
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	7717	8280	+	WP_045999416.1	WP_045999416.1		ribosome recycling factor			FHD68_RS14505	564	187	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	8288	9019	+					uppS		FHD68_RS14510	732		old_locus_tag=FHD68_14510
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	8288	9019	+	WP_045999415.1	WP_045999415.1		di-trans,poly-cis-decaprenylcistransferase	uppS		FHD68_RS14510	732	243	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	9016	9882	+							FHD68_RS14515	867		old_locus_tag=FHD68_14515
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	9016	9882	+	WP_045999414.1	WP_045999414.1		phosphatidate cytidylyltransferase			FHD68_RS14515	867	288	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	9886	11037	+							FHD68_RS14520	1152		old_locus_tag=FHD68_14520
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	9886	11037	+	WP_139086096.1	WP_139086096.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase			FHD68_RS14520	1152	383	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	11034	11684	+							FHD68_RS14525	651		partial;pseudo;old_locus_tag=FHD68_14525
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000107.1	11034	11684	+				RIP metalloprotease RseP			FHD68_RS14525	651		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	1	680	+							FHD68_RS14530	680		partial;old_locus_tag=FHD68_14530
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	1	680	+	WP_139086098.1	WP_139086098.1		efflux RND transporter periplasmic adaptor subunit			FHD68_RS14530	680	225	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	677	1777	+							FHD68_RS14535	1101		old_locus_tag=FHD68_14535
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	677	1777	+	WP_127897697.1	WP_127897697.1		efflux RND transporter periplasmic adaptor subunit			FHD68_RS14535	1101	366	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	1774	4827	+							FHD68_RS14540	3054		old_locus_tag=FHD68_14540
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	1774	4827	+	WP_127897698.1	WP_127897698.1		efflux RND transporter permease subunit			FHD68_RS14540	3054	1017	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	4953	5459	-					msrA		FHD68_RS14545	507		old_locus_tag=FHD68_14545
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	4953	5459	-	WP_127897699.1	WP_127897699.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		FHD68_RS14545	507	168	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	5452	5901	-					msrB		FHD68_RS14550	450		old_locus_tag=FHD68_14550
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	5452	5901	-	WP_045982827.1	WP_045982827.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		FHD68_RS14550	450	149	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	5967	6935	-							FHD68_RS14555	969		old_locus_tag=FHD68_14555
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	5967	6935	-	WP_127897700.1	WP_127897700.1		nitronate monooxygenase			FHD68_RS14555	969	322	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	7083	7973	+							FHD68_RS14560	891		old_locus_tag=FHD68_14560
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	7083	7973	+	WP_127897701.1	WP_127897701.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase			FHD68_RS14560	891	296	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	8012	10642	-					clpB		FHD68_RS14565	2631		old_locus_tag=FHD68_14565
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	8012	10642	-	WP_127897702.1	WP_127897702.1		ATP-dependent chaperone ClpB	clpB		FHD68_RS14565	2631	876	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	10544	11375	+					pyrF		FHD68_RS14570	832		partial;old_locus_tag=FHD68_14570
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000108.1	10544	11375	+	WP_139086100.1	WP_139086100.1		orotidine-5'-phosphate decarboxylase	pyrF		FHD68_RS14570	832	277	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	376	987	+							FHD68_RS14575	612		old_locus_tag=FHD68_14575
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	376	987	+	WP_045999827.1	WP_045999827.1		hypothetical protein			FHD68_RS14575	612	203	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	988	2163	-							FHD68_RS14580	1176		old_locus_tag=FHD68_14580
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	988	2163	-	WP_127899461.1	WP_127899461.1		nucleotide sugar dehydrogenase			FHD68_RS14580	1176	391	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	2237	4381	-							FHD68_RS14585	2145		old_locus_tag=FHD68_14585
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	2237	4381	-	WP_127899462.1	WP_127899462.1		malate synthase G			FHD68_RS14585	2145	714	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	4706	5944	+							FHD68_RS14590	1239		old_locus_tag=FHD68_14590
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	4706	5944	+	WP_127899463.1	WP_127899463.1		aromatic ring-hydroxylating dioxygenase subunit alpha			FHD68_RS14590	1239	412	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	5945	7036	+							FHD68_RS14595	1092		old_locus_tag=FHD68_14595
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	5945	7036	+	WP_127899464.1	WP_127899464.1		hybrid-cluster NAD(P)-dependent oxidoreductase			FHD68_RS14595	1092	363	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	7033	7878	-							FHD68_RS14600	846		old_locus_tag=FHD68_14600
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	7033	7878	-	WP_127899465.1	WP_127899465.1		SMP-30/gluconolactonase/LRE family protein			FHD68_RS14600	846	281	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	7875	8477	-							FHD68_RS14605	603		old_locus_tag=FHD68_14605
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	7875	8477	-	WP_127899466.1	WP_127899466.1		2-dehydro-3-deoxy-6-phosphogalactonate aldolase			FHD68_RS14605	603	200	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	8481	9362	-							FHD68_RS14610	882		old_locus_tag=FHD68_14610
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	8481	9362	-	WP_127899467.1	WP_127899467.1		2-dehydro-3-deoxygalactonokinase			FHD68_RS14610	882	293	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	9359	11276	-							FHD68_RS14615	1918		partial;old_locus_tag=FHD68_14615
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000109.1	9359	11276	-	WP_139086102.1	WP_139086102.1		alpha-galactosidase			FHD68_RS14615	1918	638	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	1	507	+							FHD68_RS14620	507		partial;old_locus_tag=FHD68_14620
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	1	507	+	WP_139086104.1	WP_139086104.1		tetratricopeptide repeat protein			FHD68_RS14620	507	168	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	504	1730	+					tilS		FHD68_RS14625	1227		old_locus_tag=FHD68_14625
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	504	1730	+	WP_052714845.1	WP_052714845.1		tRNA lysidine(34) synthetase TilS	tilS		FHD68_RS14625	1227	408	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	1788	3677	+							FHD68_RS14630	1890		old_locus_tag=FHD68_14630
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	1788	3677	+	WP_045982844.1	WP_045982844.1		ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein			FHD68_RS14630	1890	629	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	3721	4149	-							FHD68_RS14635	429		old_locus_tag=FHD68_14635
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	3721	4149	-	WP_127899102.1	WP_127899102.1		organic hydroperoxide resistance protein			FHD68_RS14635	429	142	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	4243	4707	+							FHD68_RS14640	465		old_locus_tag=FHD68_14640
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	4243	4707	+	WP_045982895.1	WP_045982895.1		winged helix-turn-helix transcriptional regulator			FHD68_RS14640	465	154	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	4754	5056	+							FHD68_RS14645	303		old_locus_tag=FHD68_14645
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	4754	5056	+	WP_045982896.1	WP_045982896.1		chorismate mutase			FHD68_RS14645	303	100	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	5053	5928	+					folD		FHD68_RS14650	876		old_locus_tag=FHD68_14650
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	5053	5928	+	WP_045982846.1	WP_045982846.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		FHD68_RS14650	876	291	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	5925	6497	-							FHD68_RS14655	573		old_locus_tag=FHD68_14655
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	5925	6497	-	WP_127899101.1	WP_127899101.1		hypothetical protein			FHD68_RS14655	573	190	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	6563	7201	-							FHD68_RS14660	639		old_locus_tag=FHD68_14660
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	6563	7201	-	WP_046001381.1	WP_046001381.1		CoA transferase subunit B			FHD68_RS14660	639	212	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	7201	7905	-							FHD68_RS14665	705		old_locus_tag=FHD68_14665
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	7201	7905	-	WP_139086107.1	WP_139086107.1		CoA transferase subunit A			FHD68_RS14665	705	234	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	8005	10722	-					topA		FHD68_RS14670	2718		old_locus_tag=FHD68_14670
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	8005	10722	-	WP_127899099.1	WP_127899099.1		type I DNA topoisomerase	topA		FHD68_RS14670	2718	905	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	10817	11008	-							FHD68_RS14675	192		partial;pseudo;old_locus_tag=FHD68_14675
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000110.1	10817	11008	-				DNA-protecting protein DprA			FHD68_RS14675	192		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	1	2054	+							FHD68_RS02980	2054		partial;old_locus_tag=FHD68_02980
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	1	2054	+	WP_139085145.1	WP_139085145.1		response regulator			FHD68_RS02980	2054	683	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	2063	2650	-							FHD68_RS02985	588		old_locus_tag=FHD68_02985
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	2063	2650	-	WP_127898640.1	WP_127898640.1		hypothetical protein			FHD68_RS02985	588	195	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	2892	3971	+					recA		FHD68_RS02990	1080		old_locus_tag=FHD68_02990
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	2892	3971	+	WP_045999067.1	WP_045999067.1		recombinase RecA	recA		FHD68_RS02990	1080	359	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	4112	6763	+					alaS		FHD68_RS02995	2652		old_locus_tag=FHD68_02995
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	4112	6763	+	WP_127898639.1	WP_127898639.1		alanine--tRNA ligase	alaS		FHD68_RS02995	2652	883	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	6760	7059	+							FHD68_RS03000	300		old_locus_tag=FHD68_03000
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	6760	7059	+	WP_127898638.1	WP_127898638.1		DUF1330 domain-containing protein			FHD68_RS03000	300	99	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	7119	7913	+							FHD68_RS03005	795		old_locus_tag=FHD68_03005
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	7119	7913	+	WP_045999070.1	WP_045999070.1		class II glutamine amidotransferase			FHD68_RS03005	795	264	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	7897	8241	-							FHD68_RS03010	345		old_locus_tag=FHD68_03010
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	7897	8241	-	WP_127898637.1	WP_127898637.1		DUF4177 domain-containing protein			FHD68_RS03010	345	114	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	8271	9782	-					gatB		FHD68_RS03015	1512		old_locus_tag=FHD68_03015
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	8271	9782	-	WP_045999072.1	WP_045999072.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		FHD68_RS03015	1512	503	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	10060	10671	+							FHD68_RS03020	612		old_locus_tag=FHD68_03020
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	10060	10671	+	WP_045981225.1	WP_045981225.1		lytic transglycosylase domain-containing protein			FHD68_RS03020	612	203	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	10722	12107	-							FHD68_RS03025	1386		old_locus_tag=FHD68_03025
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	10722	12107	-	WP_127898636.1	WP_127898636.1		M20/M25/M40 family metallo-hydrolase			FHD68_RS03025	1386	461	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	12271	13500	+					hemA		FHD68_RS03030	1230		old_locus_tag=FHD68_03030
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	12271	13500	+	WP_045999074.1	WP_045999074.1		5-aminolevulinate synthase	hemA		FHD68_RS03030	1230	409	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	13706	14914	+							FHD68_RS03035	1209		old_locus_tag=FHD68_03035
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	13706	14914	+	WP_127899373.1	WP_127899373.1		helix-turn-helix domain-containing protein			FHD68_RS03035	1209	402	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	14943	15989	-							FHD68_RS03040	1047		old_locus_tag=FHD68_03040
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	14943	15989	-	WP_127898635.1	WP_127898635.1		peptidase			FHD68_RS03040	1047	348	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	16113	16433	+							FHD68_RS03045	321		old_locus_tag=FHD68_03045
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000010.1	16113	16433	+	WP_045981336.1	WP_045981336.1		antibiotic biosynthesis monooxygenase			FHD68_RS03045	321	106	
